ID;Identity;FamilyName;MaidenName;FirstNames;Sex;BirthDate;BirthLocation;DeathDate;DeathLocation;Nationality;Masters;MedallistAt;FirstMedal_Date;FirstMedal_Class;SecondMedal_Date;SecondMedal_Class;ThirdMedal_Date;ThirdMedal_Class;FourthMedal_Date;FourthMedal_Class;FifthMedal_Date;FifthMedal_Class;AcadémieBeauxArts_ElectionDate;LegionHonneur_ChevalierDate;LegionHonneur_OfficierDate;LegionHonneur_CommandeurDate
198;Frère, Théodore;Frère;;Charles Théodore;Man;1814;Paris;1888;Paris;French;"Coignet, Jules; Roqueplan, Camille";"Salon de 1848; Salon de 1865";1848;2nd class medal;1865;Unique medal;;;;;;;;;;
199;Fritel, Pierre;Fritel;;Pierre;Man;1853;Paris;1942;Rochefort-en-Yvelines;French;"Cabanel, Alexandre; Millet, Aimé";Salon de 1879;1879;2nd class medal;;;;;;;;;;1933;;
200;Fromentin, Eugène;Fromentin;;Eugène Samuel Auguste;Man;1820;La Rochelle;1876;Saint Maurice;French;"Cabat, Louis; Rémond, Charles";"Salon de 1849; Salon de 1857; Salon de 1859";1849;2nd class medal;1857;Rappel of 2nd class medal;1859;1st class medal;;;;;;1859;1869;
201;Gaillard, Ferdinand;Gaillard;;Claude Ferdinand;Man;1834;Paris;1887;Paris;French;"Cogniet, Léon; David d'Angers, Pierre Jean";Salon de 1872;1872;2nd class medal;;;;;;;;;;1876;1886;
202;"Galbrund, Alphonse
Résultats Web

Alphonse-Louis";Galbrund;;Alphonse Louis;Man;1810;Paris;1885;Neuilly sur Seine;French;"Gros, Antoine Jean; Regnault, Jean Baptiste";Salon de 1865;1865;Unique medal;;;;;;;;;;;;
626;Gallait, Louis;Gallait;;;Man;1810;;0;;French;;Salon de 1848;1835;2nd class medal;1848;2nd class medal;;;;;;;0;1831;0;0
203;Gautier, Étienne;Gautier;;Etienne;Man;1842;Marseille;1903;Paris;French;Chatigny, Joanny;"Salon de 1873; Salon de 1878";1873;2nd class medal;1878;1st class medal;;;;;;;;1871;;
204;Gavarni, Pierre;Gavarni;;Pierre;Man;1846;Auteuil;1932;;French;"Fromentin, Eugène; Busson, Charles";Salon de 1874;1874;3rd class medal;;;;;;;;;;;;
205;Geffroy, Edmond;Geffroy;;Edmond Aimé Florentin;Man;1804;Maignelay;1895;Saint Pierre les Nemours;French;Amaury Duval, Eugène Emmanuel;Salon de 1857;1840;3rd class medal;1841;2nd class medal;1857;Rappel of 2nd class medal;;;;;;;;
206;Gélibert, Jules;Gélibert;;Jules Bertrand;Man;1834;Bagnères de Bigorre;1916;Capbreton;French;"Gelibert, Paul; Griffoul-Dorval, Bernard; Dautezac, L.";Salon de 1869;1869;Unique medal;;;;;;;;;;1906;;
207;Gendron, Auguste;Gendron;;Ernest Auguste;Man;1817;Paris;1881;Paris;French;Delaroche, Paul;"Salon de 1849; Salon de 1855";1846;3rd class medal;1849;2nd class medal;1855;3rd class medal;;;;;;1855;;
208;Genty, Emmanuel;Genty;;Emmanuel;Man;1830;Dampierre sur Boutonne;1904;;French;"Picot, François Edouard; Gleyre, Charles";Salon de 1863;1863;3rd class medal;;;;;;;;;;;;
209;Georges-Sauvage, Auguste-Albert;Georges-Sauvage;;Auguste Albert;Man;;Caen;;;French;"Gérôme, Jean Léon; Lecomte Dunouy, Jean";Salon de 1879;1879;3rd class medal;;;;;;;;;;;;
210;Gérôme, Jean-Léon;Gérôme;;Jean Léon;Man;1824;Vesoul;1904;Paris;French;"Delaroche, Paul; Gleyre, Charles";"Salon de 1848; Salon de 1855; Salon de 1874";1847;3rd class medal;1848;2nd class medal;1855;2nd class medal;1874;Medal of honour;;;1865;1855;1867;1878
211;Gervex, Henri;Gervex;;Henri Alexandre;Man;1852;Paris;1929;Paris;French;"Cabanel, Alexandre; Fromentin, Eugène; Brisset, Pierre Nicolas";"Salon de 1874; Salon de 1876";1874;2nd class medal;1876;Rappel of 2nd class medal;;;;;;;1913;1882;1889;1911
212;Giacomotti, Félix;Giacomotti;;Félix Henri;Man;1828;Quingey;1909;Besançon;French;"Picot, François Edouard; Baille, Edouard";"Salon de 1864; Salon de 1865; Salon de 1866";1864;Unique medal;1865;Unique medal;1866;Unique medal;;;;;1895;1867;;
213;Gide, Théophile;Gide;;François Théophile Etienne;Man;1822;Paris;1890;Paris;French;"Delaroche, Paul; Cogniet, Léon";"Salon de 1861; Salon de 1865; Salon de 1866";1861;3rd class medal;1865;Unique medal;1866;Unique medal;;;;;;1866;;
573;Gigoux, Jean;Gigoux;;Jean François;Man;1806;Besançon;1894;Paris;French;"Fauveau, Félicie de; Conscience, Francis";Salon de 1848;1833;2nd class medal;1835;1st class medal;1848;Rappel of 1st class medal;;;;;;1842;1880;
214;Gilbert, Victor;Gilbert;;Victor Gabriel;Man;1847;Paris;1933;;French;"Busson, Charles; Levasseur, Eugène; Adan, Emile";Salon de 1880;1880;2nd class medal;;;;;;;;;;1897;;
215;Ginain, Eugène;Ginain;;Louis Eugène;Man;1818;Paris;1886;Paris;French;"Abel de Pujol, Alexandre; Charlet, Nicolas Toussaint";"Salon de 1857; Salon de 1861; Salon de 1863";1857;3rd class medal;1861;Rappel of 3rd class medal;1863;2nd class medal;;;;;;1878;;
216;Girard, Firmin;Girard;;Firmin Marie François;Man;1838;Poncin;1921;Montluçon;French;"Gleyre, Charles; Gérôme, Jean Léon; Lecoq de Boisboudran, Horace";"Salon de 1863; Salon de 1874";1863;3rd class medal;1874;2nd class medal;;;;;;;;1896;;
217;Giraud, Victor;Giraud;;Victor Julien;Man;1840;Paris;1871;Paris;French;"Picot, François Edouard; Cabanel, Alexandre; Giraud, Eugène";"Salon de 1867; Salon de 1868; Salon de 1870";1867;Unique medal;1868;Unique medal;1870;Unique medal;;;;;;;;
218;Giron, Charles;Giron;;Charles;Man;1850;Genève;1914;Genthod;Swiss;"Cabanel, Alexandre; Diday, François; Menn, Barthélémy";Salon de 1879;1879;3rd class medal;1883;2nd class medal;;;;;;;;1888;;
574;Giroux, Achille;Giroux;;Jean François Achille;Man;1816;Mortagne au Perche;1854;Damazan;French;Drolling, Martin;Salon de 1848;1848;2nd class medal;;;;;;;;;;;;
219;Gisbert, Antonio;Gisbert;;Antonio;Man;1834;Alicante;1901;Paris;Spanish;;Salon de 1865;1865;Unique medal;;;;;;;;;;1867;1870;
575;Glaize, Auguste;Glaize;;Auguste Barthélémy;Man;1807;Montpellier;1893;Paris;French;"Devéria, Achille; Devéria, Eugène";"Salon de 1848; Salon de 1855";1842;3rd class medal;1844;2nd class medal;1845;1st class medal;1848;Rappel of 2nd class medal;1855;2nd class medal;;1855;;
220;Glaize, Léon;Glaize;;Pierre Paul Léon;Man;1842;Paris;1932;Paris;French;"Gérôme, Jean Léon; Glaize, Auguste; Ottin, Auguste";"Salon de 1864; Salon de 1866; Salon de 1868";1864;Unique medal;1866;Unique medal;1868;Unique medal;;;;;;1877;1906;
221;Gonzalèz, Juan-Antonio;Gonzalèz;;Juan Antonio;Man;1842;Chiclana;1917;Paris;Spanish;"Pils, Isidore; Rodríguez Barcaza, Ramón";Salon de 1876;1876;3rd class medal;;;;;;;;;;;;
222;Gosselin, Charles;Gosselin;;Charles Henri;Man;1834;Paris;1892;Versailles;French;"Gleyre, Charles; Busson, Charles";"Salon de 1865; Salon de 1870; Salon de 1874";1865;Unique medal;1870;Unique medal;1874;2nd class medal;;;;;;1878;;
223;Goubie, Jean-Richard;Goubie;;Jean Richard;Man;1842;Paris;1899;Paris;French;Gérôme, Jean Léon;Salon de 1874;1874;3rd class medal;;;;;;;;;;;;
224;Goupil, Jules;Goupil;;Jules Adolphe;Man;1839;Paris;1883;Neuilly sur Seine;French;"Scheffer, Ary; Willems, Florent";"Salon de 1873; Salon de 1874; Salon de 1875";1873;3rd class medal;1874;Rappel of 3rd class medal;1875;1st class medal;;;;;;1881;;
225;Gratia, Charles-Louis;Gratia;;Charles Louis;Man;1815;Rambervilliers;1911;Montlignon;French;Decaisne, Henri;Salon de 1861;1844;3rd class medal;1861;Rappel of 3rd class medal;;;;;;;;1911;;
226;Groiseilliez, Marcelin de;Groiseilliez;;Marcelin;Man;1837;Paris;1880;;French;"Corot, Camille; Feyen-Perrin, Auguste; Boyer, Auguste; Pasini, Albert";Salon de 1874;1874;3rd class medal;;;;;;;;;;;;
576;Grönland, Theude;Grönland;;Theude;Man;1817;Altona (Hambourg);1876;Berlin;Danish;;"Salon de 1848; Salon de 1855";1848;1st class medal;1855;2nd class medal;;;;;;;;;;
227;Gros, Lucien;Gros;;Lucien Alphonse;Man;1845;Wesserling;1913;Poissy;French;Meissonier, Ernest;"Salon de 1867; Salon de 1876";1867;Unique medal;1876;2nd class medal;;;;;;;;1898;;
228;Guay, Gabriel;Guay;;Julien Gabriel;Man;1848;Paris;1923;Saint Leu la Foret;French;"Gérôme, Jean Léon; Lequien, Justin";Salon de 1878;1878;3rd class medal;;;;;;;;;;1892;;
229;Gude, Hans Frederik;Gude;;Hans Frederik;Man;1825;Oslo;1903;Berlin;Norwegian;"Flintoe, Johannes; Schirmer, Johann Wilhelm; Achenbach, André";"Salon de 1855; Salon de 1861";1855;2nd class medal;1861;Rappel of 2nd class medal;;;;;;;;;;
577;Gudin, Théodore;Gudin;; Jean Antoine Théodore;Man;1802;Paris;1880;Paris;French;Girodet, Anne Louis;"Salon de 1848; Salon de 1855";1824;2nd class medal;1848;1st class medal;1855;1st class medal;;;;;;1828;1841;1855
230;Guérin, Jean-Michel-Prosper;Guérin;;Jean Michel Prosper;Man;1838;Paris;1921;;French;"Flandrin, Hippolyte; Cornu, Sebastien; Dumas, Michel";Salon de 1867;1867;Unique medal;;;;;;;;;;;;
231;Guesnet, Louis;Guesnet;;Louis Felix;Man;1843;Fitz-James;1907;Paris;French;Lamothe, Louis;"Salon de 1872; Salon de 1873";1872;2nd class medal;1873;1st class medal;;;;;;;;;;
627;Guignet, Adrien;Guignet;;;Man;1816;Annecy;1854;Paris;French;;Salon de 1848;1844;3rd class medal;1848;2nd class medal;;;;;;;0;0;0;0
232;Guillaumet, Gustave;Guillaumet;;Gustave Achille;Man;1840;Paris;1887;Paris;French;"Picot, François Edouard; Abel de Pujol, Alexandre; Barrias, Felix";"Salon de 1865; Salon de 1867; Salon de 1872";1865;Unique medal;1867;Unique medal;1872;2nd class medal;;;;;;1878;;
233;Guillemet, Antoine;Guillemet;;Jean Baptiste Antoine;Man;1841;Chantilly;1918;Mareuil sur Belle;French;"Corot, Camille; Daubigny, François; Vollon, Antoine; Oudinot, Achille";"Salon de 1874; Salon de 1876";1874;2nd class medal;1876;Rappel of 2nd class medal;;;;;;;;1880;1896;1910
234;Guillemin, Alexandre;Guillemin;;Alexandre Marie;Man;1817;Paris;1880;Sermaise;French;Gros, Antoine Jean;Salon de 1859;1841;3rd class medal;1845;2nd class medal;1859;Rappel of 2nd class medal;;;;;;1861;;
235;Guillon, Adolphe;Guillon;;Adolphe Irénée;Man;1829;Paris;1896;Paris;French;"Gleyre, Charles; Flandrin, Hippolyte; Detouche, Laurent; Noel, Jules";"Salon de 1867; Salon de 1880";1867;Unique medal;1880;2nd class medal;;;;;;;;;;
236;Guillou, Alfred;Guillou;;Alfred Marie;Man;1844;Concarneau;1926;Paris;French;"Cabanel, Alexandre; Bouguereau, William; Lemonnier, Théodore";Salon de 1877;1877;3rd class medal;;;;;;;;;;1893;;
500;Haanen, Cécil-Charles van;Haanen;;Cecil van;Man;1844;Vienne;1914;Vienne;Austrian;"Verlat, Charles; Haanen, Remigius Adrianus van";Salon de 1876;1876;3rd class medal;;;;;;;;;;;;
237;Haffner, Félix;Haffner;;Felix François Apollinaire;Man;1818;Strasbourg;1875;Mesnil Amelot;French;"Guérin, Gabriel Christophe; Sandmann, Xavier";"Salon de 1849; Salon de 1852";1849;3rd class medal;1852;2nd class medal;;;;;;;;;;
238;Hagborg, August;Hagborg;;Wilhehlm Nikolas August;Man;1852;Gothembourg;1921;Paris;Swedish;Boklund, Johan;Salon de 1879;1879;3rd class medal;;;;;;;;;;1893;1901;
239;Hamman, Édouard;Hamman;;Edouard Jean Conrad;Man;1819;Oostende;1888;Paris;Belgian;Keyser, Nicaise de;"Salon de 1853; Salon de 1855; Salon de 1859; Salon de 1863";1853;3rd class medal;1855;Rappel of 3rd class medal;1859;2nd class medal;1863;Rappel of 2nd class medal;;;;1864;;
240;Hamon, Jean-Louis;Hamon;;Jean Louis;Man;1821;Plouha;1874;Saint-Raphael;French;"Delaroche, Paul; Gleyre, Charles; Boessière, Mlle de la";"Salon de 1853; Salon de 1855";1853;3rd class medal;1855;2nd class medal;;;;;;;;1855;;
241;Hanoteau, Hector;Hanoteau;;Charles Auguste Octave Hector;Man;1823;Decize;1890;Briet;French;"Renout, Philippe; Gigoux, Jean François";"Salon de 1864; Salon de 1868; Salon de 1869";1864;Unique medal;1868;Unique medal;1869;Unique medal;;;;;;1870;;
242;Haquette, Georges;Haquette;;Georges Jean Marie;Man;1853;Paris;1906;Dieppe;French;"Cabanel, Alexandre; Laurens, Jean Paul; Millet, Aimé";Salon de 1880;1880;3rd class medal;1901;2nd class medal;;;;;;;;;;
243;Hareux, Ernest-Victor;Hareux;;Ernest Victor;Man;1847;Paris;1909;Grenoble;French;"Bin, Emile; Busson, Charles; Pelouse, Léon; Levasseur, Eugène";Salon de 1880;1880;3rd class medal;1885;2nd class medal;;;;;;;;;;
244;Harpignies, Henri;Harpignies;;Henri Joseph;Man;1819;Valenciennes;1916;Saint Privé;French;Achard, Jean;"Salon de 1866; Salon de 1868; Salon de 1869";1866;Unique medal;1868;Unique medal;1869;Unique medal;1897;Medal of honour;;;;1875;1883;1901
245;Hébert, Ernest;Hébert;;Auguste Antoine Ernest;Man;1817;La Tronche;1908;La Tronche;French;"Delaroche, Paul; David d'Angers, Pierre Jean; Rolland, Benjamin de";"Salon de 1850-1851; Salon de 1855";1851;1st class medal;1855;1st class medal;1895;Medal of honour;;;;;1874;1853;1867;1874
246;Hédouin, Edmond;Hédouin;;Pierre Edmond Alexandre;Man;1820;Boulogne sur Mer;1889;Paris;French;"Delaroche, Paul; Nanteuil, Celestin";"Salon de 1848; Salon de 1855; Salon de 1857";1848;2nd class medal;1855;3rd class medal;1857;Rappel of 2nd class medal;;;;;;1872;;
247;Heilbuth, Ferdinand;Heilbuth;;Ferdinand;Man;1826;Hamburg;1889;Paris;German;"Delaroche, Paul; Gleyre, Charles";"Salon de 1857; Salon de 1859; Salon de 1861";1857;2nd class medal;1859;Rappel of 2nd class medal;1861;Rappel of 2nd class medal;;;;;;1861;1881;
248;Henneberg, Rudolf;Henneberg;;Henneberg, Rudolf Friedrich August;Man;1825;Brunswick;1876;Brunswick;German;Couture, Thomas;Salon de 1857;1857;3rd class medal;;;;;;;;;;;;
249;Hennebicq, André;Hennebicq;;André;Man;1826;Tournai;1904;Saint Gilles;Belgian;"Portaels,  Jean François; Stallaert, Joseph; Wauquier, Etienne Omer";Salon de 1874;1874;2nd class medal;;;;;;;;;;1892;;
250;Henner, Jean-Jacques;Henner;;Jean Jacques;Man;1829;Bernwiller;1905;Paris;French;"Picot, François Edouard; Drolling, Martin; Guérin, Gabriel Christophe";"Salon de 1863; Salon de 1865; Salon de 1866";1863;3rd class medal;1865;Unique medal;1866;Unique medal;1898;Medal of honour;;;1889;1873;1878;1898
546;Herbelin, Mathilde;Herbelin;Habert;Jeanne Mathilde;Woman;1820;Brunoy;1904;Paris;French;Belloc, Jean Hilaire;"Salon de 1848; Salon de 1855";1843;3rd class medal;1844;2nd class medal;1847;1st class medal;1848;Rappel of 1st class medal;1855;1st class medal;;;;
251;Héreau, Jules;Héreau;;Jules Edouard;Man;1839;Paris;1879;Paris;French;"Robert-Fleury, Joseph Nicolas; Jacque, Charles";"Salon de 1865; Salon de 1868";1865;Unique medal;1868;Unique medal;;;;;;;;;;
252;Hermann-Léon, Charles;Hermann-Léon;;Charles;Man;1838;Le Havre;1908;Paris;French;"Fromentin, Eugène; Rousseau, Philippe";"Salon de 1873; Salon de 1879";1873;3rd class medal;1879;2nd class medal;;;;;;;;1897;;
253;Herpin, Léon;Herpin;;Léon Pierre;Man;1841;Granville;1880;Paris;French;"Daubigny, François; Busson, Charles; André, Jules";"Salon de 1875; Salon de 1876";1875;3rd class medal;1876;2nd class medal;;;;;;;;;;
579;Hesse, Alexandre;Hesse;;Jean Baptiste Alexandre;Man;1806;Paris;1879;Paris;French;"Gros, Antoine Jean; Bertin,  Victor; Hesse, Henri Joseph";Salon de 1848;1833;3rd class medal;1848;2nd class medal;;;;;;;1867;1842;1868;
519;Heyden, August von;Heyden;;August Jakob Theodor von;Man;1827;Breslau;1897;Berlin;German;"Couture, Thomas; Gleyre, Charles; Holbein, Eduard; Steffeck, Carl";Salon de 1863;1863;3rd class medal;;;;;;;;;;;;
580;Hildebrandt, Frédéric;Hildebrandt;;Friedrich Fritz;Man;1819;Danzig;1855;Rome;German;"Isabey, Eugène; Krause, Willhelm";Salon de 1848;1845;3rd class medal;1848;2nd class medal;;;;;;;;;;
255;Hillemacher, Ernest;Hillemacher;;Eugène Ernest;Man;1818;Paris;1887;Paris;French;Cogniet, Léon;"Salon de 1848; Salon de 1857; Salon de 1861; Salon de 1863";1848;2nd class medal;1857;Rappel of 2nd class medal;1861;1st class medal;1863;Rappel of 1st class medal;;;;1865;;
581;Hoguet, Charles;Hoguet;;Charles;Man;1821;Berlin;1870;Berlin;German;"Isabey, Eugène; Krause, Willhelm; Cicéri, Pierre; Bertin,  Victor";Salon de 1848;1848;2nd class medal;;;;;;;;;;;;
582;Huet, Paul;Huet;;Paul;Man;1803;Paris;1869;Paris;French;"Guérin, Gabriel Christophe; Gros, Antoine Jean; Deltil, Jean Julien";"Salon de 1848; Salon de 1855";1833;2nd class medal;1848;1st class medal;1855;1st class medal;;;;;;1841;;
256;Hugrel, Pierre-Honoré;Hugrel;;Pierre Honoré;Man;1827;Paris;1921;;French;Gleyre, Charles;Salon de 1868;1868;Unique medal;;;;;;;;;;;;
257;Huguet, Victor-Pierre;Huguet;;Victor Pierre;Man;1835;Le Lude;1902;Paris;French;"Loubon, Emile; Fromentin, Eugène";Salon de 1873;1873;3rd class medal;;;;;;;;;;;;
258;Humbert, Ferdinand;Humbert;;Ferdinand Jacques Charles;Man;1842;Paris;1934;Paris;French;"Picot, François Edouard; Cabanel, Alexandre; Fromentin, Eugène";"Salon de 1866; Salon de 1867; Salon de 1869";1866;Unique medal;1867;Unique medal;1869;Unique medal;1900;Medal of honour;;;1902;1879;1885;1906
259;Imer, Édouard;Imer;;Edouard Auguste;Man;1820;Avignon;1881;Harlem;French;Loubon, Emile;"Salon de 1865; Salon de 1873";1865;Unique medal;1873;2nd class medal;;;;;;;;;;
260;Jacque, Charles-Émile;Jacque;;Charles Emile;Man;1813;Paris;1894;Paris;French;;"Salon de 1861; Salon de 1863; Salon de 1864";1850;Gravure;1861;3rd class medal;1863;Rappel of 3rd class medal;1864;Unique medal;;;;1867;;
261;Jacquemart, Nélie;Jacquemart;Jacquemart;Nélie Barbe Hyacinthe;Woman;1841;Paris;1912;Paris;French;Cogniet, Léon;"Salon de 1868; Salon de 1869; Salon de 1870";1868;Unique medal;1869;Unique medal;1870;Unique medal;;;;;;;;
262;Jacquet, Gustave;Jacquet;;Gustave Jean;Man;1846;Paris;1909;Paris;French;"Pils, Isidore; Bouguereau, William";"Salon de 1868; Salon de 1875";1868;Unique medal;1875;1st class medal;;;;;;;;1879;;
629;Jadelot, Sophie;Jadelot;;;Woman;1820;Metz;1870;;French;;Salon de 1848;1848;2nd class medal;;;;;;;;;0;0;0;0
583;Jadin, Godefroy;Jadin;;Louis Godefroy;Man;1805;Paris;1882;Paris;French;"Abel de Pujol, Alexandre; Huet, Paul; Hersent, Louis; Decamps, Alexandre Gabriel";"Salon de 1848; Salon de 1855";1834;3rd class medal;1840;2nd class medal;1848;1st class medal;1855;3rd class medal;;;;1854;;
263;Jalabert, Charles;Jalabert;;Charles François;Man;1818;Nîmes;1901;Paris;French;"Delaroche, Paul; Colin, Alexandre Marie";"Salon de 1850-1851; Salon de 1853; Salon de 1855";1847;3rd class medal;1850;2nd class medal;1853;1st class medal;1855;Rappel of 1st class medal;;;;1855;1867;
264;Janet, Ange-Louis;Janet;;Ange-Louis;Man;1815;Paris;1872;Paris;French;"Ingres, Dominique; Vernet, Horace; Colin, Alexandre Marie";Salon de 1859;1859;3rd class medal;;;;;;;;;;;;
265;Janmot, Louis;Janmot;;Anne François Louis;Man;1814;Lyon;1892;Lyon;French;"Ingres, Dominique; Bonnefond, Claude; Orsel, Victor";"Salon de 1859; Salon de 1861";1845;3rd class medal;1859;2nd class medal;1861;Rappel of 2nd class medal;;;;;;;;
266;Japy, Louis;Japy;;Louis Aimé;Man;1840;Berne;1916;Paris;French;"Corot, Camille; Français, Louis";"Salon de 1870; Salon de 1873";1870;Unique medal;1873;3rd class medal;;;;;;;;1906;;
267;Jeannin, Georges;Jeannin;;Georges;Man;1841;Paris;1925;Paris;French;Vincelet, Victor;Salon de 1878;1878;3rd class medal;1888;2nd class medal;;;;;;;;1903;;
268;Jobbé-Duval, Félix;Jobbé-Duval;;Felix Armand Marie;Man;1821;Carhaix;1889;Paris;French;"Delaroche, Paul; Gleyre, Charles";"Salon de 1850-1851; Salon de 1857";1851;3rd class medal;1857;Rappel of 3rd class medal;;;;;;;;1861;;
584;Johannot, Tony;Johannot;;Antoine;Man;1803;Offenbach;1852;Paris;French;;Salon de 1848;1831;2nd class medal;1848;1st class medal;;;;;;;;1850;;
141;Jonghe, Gustave de;Jonghe;;Gustave Léonard de;Man;1829;Courtrai;1893;Anvers;Belgian;"Gallait, Louis; Jonghe, Jean Baptiste de; Navez, François Joseph";Salon de 1863;1863;3rd class medal;;;;;;;;;;;;
269;Jongkind, Johan Barthold;Jongkind;;Johan Barthold;Man;1819;Lattrop;1891;Saint Egrève;Dutch;"Isabey, Eugène; Schelfhout, Andreas";Salon de 1852;1852;3rd class medal;;;;;;;;;;;;
271;Jourdain, Roger;Jourdain;;Roger Joseph;Man;1845;Louviers;1918;Paris;French;"Cabanel, Alexandre; Pils, Isidore";Salon de 1879;1879;3rd class medal;1881;2nd class medal;;;;;;;;1889;;
270;Jourdan, Adolphe;Jourdan;;Adolphe;Man;1825;Nîmes;1889;Nîmes;French;Jalabert, Charles;"Salon de 1864; Salon de 1866; Salon de 1869";1864;Unique medal;1866;Unique medal;1869;Unique medal;;;;;;;;
585;Joyant, Jules;Joyant;;Jules Romain;Man;1803;Paris;1854;Paris;French;"Lethière, Guillaume; Bidault, Jean Joseph Xavier";Salon de 1848;1835;2nd class medal;1840;1st class medal;1848;Rappel of 1st class medal;;;;;;1852;;
272;Jundt, Gustave;Jundt;;Gustave Adolphe;Man;1830;Strasbourg;1884;Paris;French;"Picot, François Edouard; Drolling, Martin; Guérin, Gabriel Christophe; Biennourry, Victor";"Salon de 1868; Salon de 1873";1868;Unique medal;1873;3rd class medal;;;;;;;;1880;;
273;Kaemmerer, Hendrick;Kaemmerer;;Frederik Hendrik;Man;1839;La Haye;1902;Paris;Dutch;"Gérôme, Jean Léon; Verveer, Salomon Leonardus";Salon de 1874;1874;3rd class medal;;;;;;;;;;1902;;
274;Klagmann, Henri;Klagmann;;Henri;Man;1845;Paris;1871;;French;"Picot, François Edouard; Cabanel, Alexandre";"Salon de 1868; Salon de 1869";1868;Unique medal;1869;Unique medal;;;;;;;;;;
275;Knaus, Ludwig;Knaus;;Ludwig;Man;1829;Wiesbaden;1910;Berlin;German;"Jacobi, Otto Reinhold; Sohn, Karl Ferdinand; Schadow, Wilhelm";"Salon de 1853; Salon de 1855; Salon de 1857; Salon de 1859";1853;2nd class medal;1855;1st class medal;1857;Rappel of 1st class medal;1859;Rappel of 1st class medal;;;;1859;1867;
276;Knyff, Alfred de;Knyff;;Alfred Edouard Hyacinthe;Man;1819;Anvers;1885;Paris;Belgian;Calame, Alexandre;"Salon de 1857; Salon de 1859; Salon de 1861";1857;3rd class medal;1859;Rappel of 3rd class medal;1861;Rappel of 3rd class medal;;;;;;1861;;
277;Kreyder, Alexis;Kreyder;;Alexis Joseph;Man;1839;Andlau;1912;Paris;French;"Français, Louis; Laville, Eugène; Fuchs, Joseph; Zipélius, Georges";Salon de 1867;1867;Unique medal;;;;;;;;;;1896;;
278;Krug, Édouard;Krug;;Edouard;Man;1829;Drubec;1901;Paris;French;Cogniet, Léon;Salon de 1880;1880;3rd class medal;;;;;;;;;;1897;;
279;Kuwasseg, Karl-Josef;Kuwasseg;;Karl Josef;Man;1802;Trieste;1877;Nanterre;Austrian;;"Salon de 1861; Salon de 1863";1845;3rd class medal;1861;Rappel of 3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;
137;La Boulaye, Paul de;La Boulaye;;Paul Charles Antoine de;Man;1849;Bourg;1926;Moulins;French;Bonnat, Léon;Salon de 1879;1879;3rd class medal;;;;;;;;;;;;
280;La Villette, Élodie;La Villette;Jacquier;Louise Madeleine Élodie;Woman;1842;Strasbourg;1917;Portivy;French;"Coroller, Ernest; Dubois, Désiré; Dourlens, Xavier";Salon de 1875;1875;3rd class medal;;;;;;;;;;;;
586;Lacroix, Gaspard;Lacroix;;Gaspard Jean;Man;1810;Turin;1878;Paris;French;Corot, Camille;Salon de 1848;1842;3rd class medal;1843;2nd class medal;1848;Rappel of 2nd class medal;;;;;;;;
281;Laemlein, Alexandre;Laemlein;;Alexandre;Man;1813;Hohenfeld;1871;Pontlevoy;German;"Picot, François Edouard; Regnault, Jean Baptiste";Salon de 1859;1841;3rd class medal;1843;2nd class medal;1859;Rappel of 2nd class medal;;;;;;;;
282;Lafond, Alexandre;Lafond;;François Henri Alexandre;Man;1815;Paris;1901;Paris;French;Ingres, Dominique;"Salon de 1857; Salon de 1861; Salon de 1863";1857;2nd class medal;1861;Rappel of 2nd class medal;1863;Rappel of 2nd class medal;;;;;;;;
283;Lalanne, Maxime;Lalanne;;François Antoine Maxime;Man;1827;Bordeaux;1886;Nogent-sur-Marne;French;Gigoux, Jean François;Salon de 1873;1866;Gravure;1873;3rd class medal;1874;Gravure;;;;;;1875;;
284;Lambert, Louis-Eugène;Lambert;;Louis Eugène;Man;1825;Paris;1900;Paris;French;Delacroix, Eugène;"Salon de 1865; Salon de 1866; Salon de 1870";1865;Unique medal;1866;Unique medal;1870;Unique medal;;;;;;1874;;
285;Lambinet, Émile;Lambinet;;Emile Charles;Man;1815;Versailles;1877;Bougival;French;"Drolling, Martin; Boisselier, Antoine Felix; Vernet, Horace";"Salon de 1853; Salon de 1857";1843;3rd class medal;1853;2nd class medal;1857;Rappel of 2nd class medal;;;;;;1867;;
286;Lamothe, Louis;Lamothe;;Louis;Man;1822;Lyon;1869;Paris;French;"Ingres, Dominique; Flandrin, Hippolyte";Salon de 1863;1863;3rd class medal;;;;;;;;;;;;
587;Landelle, Charles;Landelle;;Charles Zacharie;Man;1821;Laval;1908;Chennevières sur Marne;French;"Delaroche, Paul; Scheffer, Ary";"Salon de 1848; Salon de 1855";1842;3rd class medal;1845;2nd class medal;1848;1st class medal;1855;3rd class medal;;;;1855;;
287;Lanoüe, Félix-Hippolyte;Lanoüe;;Félix-Hippolyte;Man;1812;Versailles;1872;Versailles;French;"Vernet, Horace; Bertin,  Victor";Salon de 1861;1847;2nd class medal;1861;Rappel of 2nd class medal;;;;;;;;1864;;
288;Lansyer, Emmanuel;Lansyer;;Emmanuel Maurice;Man;1835;Bouin;1893;Paris;French;"Gleyre, Charles; Viollet-le-Duc, Eugène; Courbet, Gustave; Harpignies, Henri";"Salon de 1865; Salon de 1869; Salon de 1873";1865;Unique medal;1869;Unique medal;1873;3rd class medal;;;;;;1881;;
